Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
782,0.436993,0.009502,0.000237,0.021740,0.176067,0.017145,0.167887,0.165588,0.003275,0.001565
783,0.947274,0.008314,0.001099,0.000002,0.042146,0.000011,0.000140,0.000115,0.000000,0.000899
784,0.166093,0.331608,0.208412,0.052460,0.106231,0.017938,0.109151,0.000020,0.007676,0.000413
785,0.674411,0.237500,0.000397,0.004301,0.012857,0.010839,0.049464,0.002213,0.000024,0.007994
786,0.948539,0.013432,0.001090,0.000690,0.001892,0.001069,0.002313,0.029943,0.000031,0.001000
787,0.229057,0.749749,0.013467,0.000155,0.003286,0.001255,0.002417,0.000490,0.000002,0.000124
788,0.062122,0.085529,0.715432,0.002708,0.006227,0.001727,0.010477,0.001449,0.014905,0.099424
789,0.841090,0.010951,0.002535,0.000859,0.008168,0.017735,0.006774,0.110233,0.000008,0.001647
790,0.821737,0.049570,0.005386,0.018758,0.049204,0.001763,0.025926,0.000593,0.000006,0.027057
791,0.845098,0.027399,0.000018,0.000470,0.000188,0.000156,0.122797,0.000131,0.000004,0.003740
792,0.678674,0.041214,0.002574,0.000817,0.016406,0.005659,0.042329,0.057993,0.000044,0.154289
793,0.625595,0.001234,0.000271,0.000044,0.001046,0.007950,0.000189,0.363626,0.000038,0.000004
794,0.108271,0.010830,0.709799,0.000294,0.043133,0.019176,0.007683,0.009083,0.066006,0.025724
795,0.665243,0.249364,0.007291,0.004811,0.021341,0.009302,0.019568,0.009163,0.000371,0.013547
796,0.805160,0.003196,0.000750,0.015210,0.031659,0.118104,0.023165,0.001172,0.000002,0.001582
797,0.216807,0.044043,0.266467,0.014459,0.215185,0.073181,0.118024,0.000236,0.048282,0.003317
798,0.789948,0.017348,0.002245,0.007572,0.001546,0.034113,0.013373,0.131692,0.000003,0.002161
799,0.918896,0.009832,0.014261,0.000002,0.006024,0.000847,0.003768,0.045435,0.000004,0.000930
800,0.568147,0.051470,0.075498,0.003165,0.009895,0.060296,0.007597,0.113894,0.002273,0.107765
801,0.616975,0.013142,0.002707,0.001916,0.003408,0.007558,0.040327,0.313383,0.000016,0.000567
802,0.789843,0.168062,0.000774,0.008804,0.001414,0.007068,0.022178,0.001011,0.000135,0.000710
803,0.050976,0.034839,0.008575,0.189057,0.055673,0.526033,0.096124,0.021132,0.013786,0.003807
804,0.969499,0.006195,0.000490,0.004970,0.014739,0.000963,0.003118,0.000014,0.000009,0.000003
805,0.812810,0.091828,0.003803,0.002229,0.027687,0.041157,0.005274,0.014649,0.000030,0.000532
806,0.306936,0.550458,0.002909,0.042751,0.074251,0.011545,0.010128,0.000160,0.000859,0.000002
807,0.960014,0.012453,0.002247,0.000601,0.019899,0.003053,0.000976,0.000436,0.000036,0.000285
808,0.944925,0.037563,0.001180,0.000582,0.006471,0.003168,0.001600,0.004001,0.000000,0.000509
809,0.513961,0.002328,0.000515,0.006893,0.061875,0.104062,0.009652,0.297449,0.000180,0.003086
810,0.296259,0.458919,0.006863,0.000127,0.004873,0.003780,0.228330,0.000010,0.000819,0.000020
811,0.662835,0.245028,0.017269,0.000529,0.017208,0.054920,0.000518,0.001620,0.000001,0.000071
812,0.327460,0.071842,0.003398,0.008073,0.106140,0.094538,0.145988,0.030126,0.000031,0.212404
813,0.280796,0.644813,0.040619,0.004602,0.012411,0.007511,0.009069,0.000046,0.000097,0.000037
814,0.928551,0.008891,0.000212,0.000037,0.059221,0.001992,0.000772,0.000002,0.000000,0.000321
815,0.010592,0.931545,0.044196,0.000091,0.000741,0.001217,0.011558,0.000000,0.000060,0.000000
816,0.892703,0.003007,0.001605,0.000089,0.021665,0.001593,0.020470,0.004937,0.012116,0.041815
817,0.053501,0.008540,0.000436,0.379234,0.051063,0.317040,0.001232,0.009033,0.179661,0.000259
818,0.850834,0.019070,0.036806,0.010440,0.017743,0.002592,0.025481,0.020578,0.000149,0.016307
819,0.111448,0.024828,0.002605,0.017456,0.436330,0.150115,0.064263,0.006113,0.000119,0.186722
820,0.059240,0.454818,0.017190,0.049522,0.010358,0.248271,0.159697,0.000251,0.000432,0.000220
821,0.443787,0.553190,0.000011,0.000000,0.002909,0.000000,0.000102,0.000000,0.000000,0.000000
822,0.824955,0.114203,0.001795,0.004705,0.005217,0.002996,0.040190,0.000521,0.003590,0.001830
823,0.000725,0.877977,0.065207,0.021325,0.003794,0.012316,0.000569,0.000001,0.018086,0.000000
824,0.965711,0.011272,0.000980,0.000012,0.017703,0.000963,0.000626,0.002715,0.000017,0.000001
825,0.596356,0.025240,0.128524,0.002947,0.011025,0.175298,0.002003,0.003131,0.055435,0.000041
826,0.592170,0.005138,0.025380,0.005174,0.025870,0.096763,0.186431,0.061747,0.000001,0.001325
827,0.760716,0.065038,0.001242,0.002857,0.046103,0.022441,0.025824,0.075333,0.000220,0.000227
828,0.753500,0.101430,0.078765,0.004501,0.011939,0.010183,0.022502,0.001606,0.000016,0.015556
829,0.805306,0.018316,0.009395,0.001051,0.026881,0.002490,0.016205,0.003692,0.000011,0.116652
830,0.400155,0.457580,0.000061,0.060371,0.014061,0.000420,0.017210,0.001756,0.000002,0.048383
831,0.710805,0.006175,0.000002,0.001275,0.002120,0.256793,0.022817,0.000012,0.000000,0.000000
832,0.131610,0.038156,0.143719,0.008356,0.272284,0.010875,0.001562,0.000731,0.046007,0.346701
833,0.447573,0.000765,0.003480,0.001690,0.047778,0.007997,0.004937,0.482658,0.002988,0.000134
834,0.371437,0.003130,0.004501,0.000423,0.056791,0.003661,0.165803,0.393053,0.001078,0.000123
835,0.320079,0.012246,0.079738,0.006745,0.001719,0.000031,0.009507,0.409835,0.000004,0.160097
836,0.700893,0.256608,0.007028,0.008545,0.008868,0.001467,0.015241,0.000140,0.000043,0.001166
837,0.964319,0.015722,0.003170,0.000001,0.001122,0.010413,0.001152,0.002681,0.001137,0.000285
838,0.156579,0.177165,0.140087,0.044810,0.111098,0.036591,0.291099,0.029354,0.002094,0.011123
839,0.103119,0.089905,0.315576,0.023727,0.135795,0.177481,0.050008,0.000689,0.103613,0.000089
840,0.871808,0.011242,0.010533,0.000789,0.007866,0.000593,0.004719,0.081284,0.000004,0.011161
841,0.259807,0.709037,0.003799,0.007714,0.004343,0.009785,0.004405,0.000644,0.000292,0.000174
842,0.128318,0.572024,0.000334,0.284621,0.000001,0.000137,0.000655,0.000001,0.000000,0.013910
843,0.564312,0.002117,0.269545,0.000346,0.022005,0.000772,0.021023,0.118435,0.000004,0.001440
844,0.057844,0.462409,0.040636,0.021097,0.004191,0.312901,0.006031,0.000080,0.094753,0.000057
845,0.752888,0.044349,0.066281,0.007587,0.091312,0.012296,0.005743,0.005885,0.003201,0.010458
846,0.192537,0.100288,0.001545,0.164464,0.185895,0.142342,0.081142,0.036168,0.067992,0.027626
847,0.821824,0.066815,0.010313,0.036303,0.031101,0.005440,0.011888,0.002302,0.000242,0.013772
848,0.352731,0.004605,0.000674,0.110204,0.325876,0.084267,0.118020,0.000619,0.002940,0.000065
849,0.488092,0.066808,0.024191,0.060997,0.016291,0.008440,0.003745,0.002320,0.000000,0.329116
850,0.038485,0.063398,0.492721,0.036342,0.065069,0.274925,0.026951,0.001519,0.000424,0.000167
851,0.029429,0.204479,0.285921,0.282471,0.000211,0.068774,0.019721,0.000451,0.004540,0.104002
852,0.898862,0.000871,0.000854,0.008959,0.079534,0.004039,0.001002,0.005263,0.000146,0.000470
853,0.551248,0.225778,0.022431,0.059208,0.003072,0.032988,0.022091,0.059389,0.002349,0.021446
854,0.278658,0.201141,0.000166,0.356664,0.000136,0.153503,0.009435,0.000275,0.000013,0.000008
855,0.795461,0.005031,0.000616,0.000025,0.193713,0.002679,0.000082,0.001980,0.000021,0.000391
856,0.546327,0.045715,0.025548,0.154861,0.033301,0.177757,0.011061,0.000093,0.000011,0.005327
857,0.902673,0.005522,0.001732,0.000064,0.003208,0.002547,0.034281,0.006106,0.000055,0.043812
858,0.053210,0.772722,0.021409,0.012771,0.060068,0.061817,0.017889,0.000003,0.000001,0.000110
859,0.209553,0.168378,0.251892,0.000345,0.056964,0.013814,0.073306,0.000024,0.225572,0.000153
860,0.105061,0.004710,0.070921,0.004428,0.206462,0.497126,0.010492,0.089339,0.000000,0.011462
861,0.740935,0.161048,0.001290,0.000399,0.003024,0.000224,0.004138,0.088451,0.000119,0.000371
862,0.408955,0.074010,0.319610,0.002246,0.028601,0.078200,0.050287,0.013571,0.001349,0.023171
863,0.493351,0.479144,0.003327,0.001290,0.000725,0.003369,0.014500,0.004214,0.000014,0.000066
864,0.967546,0.002433,0.004120,0.000004,0.018141,0.000881,0.000174,0.006016,0.000649,0.000036
865,0.371667,0.122196,0.131436,0.172392,0.020670,0.129290,0.004209,0.005636,0.004416,0.038088
866,0.142164,0.069759,0.724598,0.000094,0.001783,0.000491,0.048371,0.000015,0.012662,0.000063
867,0.979803,0.006272,0.001953,0.000701,0.006099,0.005120,0.000042,0.000001,0.000000,0.000010
868,0.038303,0.282777,0.414544,0.033783,0.026685,0.190652,0.004354,0.000017,0.008567,0.000317
869,0.136147,0.007303,0.055367,0.004675,0.485934,0.055687,0.036930,0.091053,0.126713,0.000191
870,0.364450,0.484993,0.003894,0.146318,0.000001,0.000036,0.000306,0.000000,0.000000,0.000002
871,0.802331,0.163038,0.000570,0.000061,0.017292,0.008203,0.003461,0.003736,0.000000,0.001307
872,0.956037,0.001123,0.003457,0.005478,0.009315,0.000592,0.023816,0.000165,0.000000,0.000015
873,0.954412,0.030047,0.001152,0.000416,0.002608,0.000724,0.008264,0.001746,0.000001,0.000629
874,0.771135,0.008958,0.000246,0.011582,0.004892,0.104690,0.000546,0.097899,0.000035,0.000018
875,0.063106,0.167248,0.151533,0.017535,0.006302,0.038270,0.079879,0.001657,0.474364,0.000107
876,0.098946,0.065201,0.012831,0.041170,0.008004,0.013052,0.236723,0.097259,0.416197,0.010617
877,0.506499,0.018835,0.012106,0.276492,0.025425,0.057707,0.010214,0.041249,0.005106,0.046367
878,0.305157,0.003935,0.019351,0.010140,0.457761,0.097548,0.044348,0.059355,0.000549,0.001856
879,0.508495,0.009032,0.002069,0.019960,0.171732,0.063777,0.101350,0.005478,0.117691,0.000418
880,0.931961,0.003201,0.003020,0.000496,0.003831,0.008848,0.004624,0.043960,0.000036,0.000022
881,0.064543,0.881852,0.024857,0.015545,0.005392,0.004396,0.000244,0.000004,0.003164,0.000002
882,0.109164,0.024027,0.000479,0.408637,0.054885,0.066495,0.178464,0.019540,0.000463,0.137848
883,0.030898,0.351699,0.197425,0.338163,0.013234,0.059330,0.002758,0.000004,0.006264,0.000224
884,0.065807,0.715228,0.142663,0.003657,0.005458,0.041299,0.017159,0.000000,0.008728,0.000001
885,0.251597,0.045676,0.001615,0.049825,0.298824,0.072332,0.012382,0.206786,0.000237,0.060724
886,0.031844,0.400792,0.031351,0.277730,0.008122,0.170863,0.024612,0.000076,0.054609,0.000001
887,0.019281,0.008836,0.007213,0.534329,0.043815,0.015969,0.098512,0.000344,0.000095,0.271605
888,0.967782,0.000815,0.000366,0.000053,0.017559,0.003011,0.000853,0.009525,0.000022,0.000012
889,0.230502,0.209460,0.023491,0.426458,0.003256,0.075488,0.007282,0.022116,0.001145,0.000803
890,0.675446,0.115247,0.000241,0.047145,0.000058,0.000114,0.001281,0.000000,0.000000,0.160470
891,0.622652,0.045343,0.000790,0.023022,0.020705,0.016978,0.031111,0.000394,0.237782,0.001222
892,0.455334,0.184416,0.040088,0.296805,0.000156,0.011011,0.010181,0.000475,0.000000,0.001534
893,0.549552,0.161655,0.004491,0.043902,0.039245,0.088054,0.051434,0.040271,0.004708,0.016688
894,0.800429,0.000711,0.000228,0.000026,0.129301,0.052421,0.000625,0.016199,0.000003,0.000058
895,0.923968,0.041226,0.001620,0.000090,0.023055,0.001351,0.006945,0.000628,0.000092,0.001024
896,0.915484,0.005380,0.004373,0.000103,0.025972,0.000136,0.042524,0.001332,0.001283,0.003413
897,0.525951,0.154428,0.000141,0.052927,0.106283,0.144096,0.015381,0.000655,0.000126,0.000013
898,0.488588,0.024360,0.000410,0.251817,0.000302,0.200022,0.007635,0.026667,0.000110,0.000089
899,0.094266,0.882155,0.001064,0.004293,0.001200,0.002141,0.013343,0.000056,0.000001,0.001481
900,0.186093,0.006236,0.042186,0.152036,0.006362,0.504656,0.048323,0.023314,0.000074,0.030719
901,0.660159,0.000939,0.001368,0.000071,0.005587,0.005497,0.010180,0.301974,0.000000,0.014225
902,0.386942,0.550346,0.041877,0.001147,0.007289,0.000530,0.011317,0.000005,0.000232,0.000314
903,0.009714,0.505200,0.426321,0.000140,0.000628,0.054683,0.002349,0.000000,0.000964,0.000001
904,0.722857,0.003230,0.005172,0.046792,0.093889,0.055713,0.044114,0.027648,0.000004,0.000581
905,0.481886,0.006242,0.000662,0.063686,0.059163,0.134871,0.052856,0.193604,0.001310,0.005720
906,0.480384,0.451875,0.001124,0.014803,0.031384,0.000323,0.015177,0.000036,0.000001,0.004893
907,0.445044,0.012134,0.066499,0.014523,0.018848,0.118282,0.015539,0.307030,0.001015,0.001086
908,0.107546,0.000249,0.000463,0.000261,0.003568,0.232850,0.286370,0.367896,0.000000,0.000797
909,0.888526,0.000990,0.001116,0.000014,0.093789,0.001618,0.000649,0.012874,0.000002,0.000422
910,0.373637,0.499744,0.012638,0.105611,0.000003,0.001423,0.006538,0.000001,0.000000,0.000404
911,0.854016,0.065669,0.000024,0.000021,0.009221,0.029743,0.040972,0.000304,0.000031,0.000000
912,0.325411,0.044405,0.000730,0.000641,0.101716,0.519374,0.005867,0.000024,0.000542,0.001289
913,0.780004,0.118982,0.000437,0.023961,0.013632,0.008065,0.021019,0.017492,0.000456,0.015952
914,0.880699,0.083493,0.007454,0.002349,0.020601,0.001584,0.001183,0.000555,0.000101,0.001980
915,0.978147,0.000339,0.000045,0.000001,0.015983,0.000064,0.004323,0.001097,0.000000,0.000001
916,0.268649,0.005023,0.001378,0.000043,0.545630,0.043722,0.010229,0.098870,0.026328,0.000131
917,0.962926,0.017058,0.005528,0.000724,0.000835,0.000005,0.003666,0.000013,0.009203,0.000042
918,0.254350,0.080269,0.007805,0.493873,0.004829,0.010491,0.085624,0.060452,0.000203,0.002104
919,0.596154,0.010507,0.000622,0.121983,0.008327,0.095966,0.123721,0.023160,0.000577,0.018984
920,0.870095,0.108609,0.014804,0.000019,0.003289,0.000058,0.001673,0.001285,0.000001,0.000167
921,0.656776,0.001445,0.000028,0.006773,0.072342,0.235193,0.003795,0.023146,0.000356,0.000146
922,0.983168,0.005967,0.005557,0.000017,0.002264,0.000268,0.001990,0.000578,0.000133,0.000059
923,0.911328,0.077106,0.002656,0.000001,0.002064,0.002137,0.000203,0.004445,0.000007,0.000053
924,0.938072,0.020404,0.000745,0.001730,0.020949,0.009405,0.002400,0.006288,0.000004,0.000003
925,0.745672,0.156314,0.000390,0.047820,0.017328,0.015516,0.014960,0.001781,0.000021,0.000198
926,0.316246,0.205579,0.237523,0.099890,0.033688,0.020612,0.024801,0.004484,0.003107,0.054070
927,0.803000,0.108477,0.001813,0.018537,0.004943,0.004794,0.050681,0.006803,0.000000,0.000952
928,0.118543,0.001112,0.000705,0.000250,0.035955,0.721889,0.116096,0.004082,0.000004,0.001366
929,0.292653,0.001160,0.085341,0.187584,0.035879,0.246216,0.062989,0.008855,0.076382,0.002941
930,0.833163,0.045699,0.004156,0.000061,0.025627,0.007336,0.011804,0.060924,0.006145,0.005085
931,0.013056,0.561750,0.405836,0.007599,0.000033,0.004708,0.004389,0.000151,0.000121,0.002355
932,0.885791,0.111090,0.000030,0.000245,0.001602,0.000731,0.000496,0.000010,0.000002,0.000003
933,0.100449,0.712834,0.147246,0.006447,0.017309,0.002511,0.012041,0.000027,0.000085,0.001051
934,0.325039,0.554467,0.011899,0.000419,0.097856,0.008637,0.001336,0.000005,0.000340,0.000001
935,0.086951,0.135741,0.004690,0.311173,0.326010,0.042798,0.000738,0.056279,0.000000,0.035620
936,0.911871,0.015259,0.000260,0.000619,0.020309,0.016047,0.029092,0.001210,0.000012,0.005320
937,0.864088,0.106754,0.000069,0.000142,0.011455,0.000728,0.013897,0.002576,0.000020,0.000271
938,0.458297,0.180856,0.000373,0.082055,0.256038,0.007057,0.001974,0.012185,0.001070,0.000095
939,0.220993,0.015024,0.000031,0.475445,0.178330,0.077771,0.005515,0.020817,0.002654,0.003420
940,0.766965,0.016564,0.192916,0.000034,0.004299,0.018431,0.000793,0.000000,0.000000,0.000000
941,0.253389,0.022577,0.005996,0.054341,0.337569,0.053579,0.041930,0.011632,0.216069,0.002920
942,0.852338,0.146930,0.000000,0.000248,0.000000,0.000242,0.000209,0.000033,0.000000,0.000000
943,0.301682,0.012729,0.027310,0.132207,0.271528,0.110026,0.051119,0.049620,0.000134,0.043645
944,0.014855,0.001393,0.155792,0.003162,0.000744,0.418209,0.005575,0.001283,0.398980,0.000006
945,0.381661,0.461048,0.004047,0.026621,0.008693,0.001248,0.077741,0.033627,0.000982,0.004331
946,0.890002,0.049462,0.004123,0.006689,0.022170,0.013693,0.004407,0.002757,0.003051,0.003647
947,0.349416,0.070619,0.003656,0.045504,0.001790,0.012271,0.030695,0.413238,0.072457,0.000352
948,0.341606,0.070769,0.013255,0.385253,0.003727,0.006887,0.030205,0.135176,0.000001,0.013122
949,0.155780,0.665785,0.015639,0.149914,0.000290,0.009865,0.002490,0.000009,0.000193,0.000034
950,0.083943,0.503599,0.000675,0.314961,0.055046,0.008914,0.023238,0.001067,0.001701,0.006855
951,0.390591,0.380433,0.020800,0.084636,0.064712,0.017209,0.030375,0.002353,0.000635,0.008255
952,0.773523,0.021424,0.001975,0.003492,0.009423,0.009102,0.109351,0.068110,0.001316,0.002284
953,0.871882,0.015793,0.002478,0.000065,0.023188,0.000014,0.009772,0.066933,0.000002,0.009873
954,0.410671,0.368605,0.001200,0.043262,0.031692,0.093130,0.022439,0.018102,0.000006,0.010892
955,0.798314,0.014285,0.000040,0.101384,0.014414,0.008635,0.049024,0.005773,0.005818,0.002311
956,0.241533,0.037201,0.004579,0.217978,0.015081,0.447100,0.002373,0.006666,0.000007,0.027481
957,0.762915,0.001488,0.003247,0.000243,0.157274,0.001030,0.002520,0.070595,0.000061,0.000627
958,0.427391,0.112146,0.083820,0.057869,0.158373,0.063551,0.011548,0.011776,0.070987,0.002539
959,0.979051,0.000419,0.000172,0.000007,0.000562,0.019536,0.000249,0.000002,0.000000,0.000002
960,0.698943,0.008521,0.177634,0.000763,0.030904,0.005499,0.059882,0.017580,0.000232,0.000042
961,0.001447,0.649433,0.335025,0.000002,0.007189,0.005878,0.000826,0.000000,0.000199,0.000000
962,0.283408,0.385537,0.025929,0.051802,0.007184,0.016073,0.228932,0.000919,0.000024,0.000192
963,0.012159,0.067951,0.213058,0.111826,0.024182,0.039874,0.014921,0.192766,0.000012,0.323251
964,0.957424,0.018917,0.017940,0.000165,0.002826,0.000060,0.002388,0.000211,0.000070,0.000000
965,0.070490,0.007513,0.469160,0.003276,0.036707,0.355216,0.056019,0.000429,0.000978,0.000211
966,0.602958,0.011288,0.000086,0.003513,0.062942,0.086511,0.081553,0.150805,0.000005,0.000340
967,0.113933,0.165864,0.015398,0.202603,0.048028,0.347890,0.006241,0.000164,0.099868,0.000010
968,0.194582,0.009463,0.023164,0.000276,0.012809,0.752234,0.004385,0.002494,0.000020,0.000572
969,0.201096,0.004618,0.013382,0.013937,0.565645,0.018342,0.090101,0.003371,0.020856,0.068652
970,0.173995,0.229807,0.553826,0.025333,0.003922,0.003403,0.000158,0.000487,0.000601,0.008467
971,0.125908,0.394303,0.011758,0.124783,0.025743,0.217490,0.085574,0.004191,0.005729,0.004521
972,0.595653,0.144271,0.000445,0.032956,0.001240,0.002809,0.015753,0.000119,0.206142,0.000611
973,0.908399,0.077494,0.000018,0.000636,0.003744,0.007557,0.001950,0.000055,0.000000,0.000147
974,0.037990,0.004503,0.515669,0.001167,0.325433,0.077305,0.005185,0.000008,0.032287,0.000452
975,0.126073,0.001135,0.855020,0.000360,0.012153,0.002362,0.002757,0.000132,0.000007,0.000001
976,0.026979,0.131549,0.713228,0.003573,0.003726,0.057394,0.020715,0.000339,0.033101,0.009396
977,0.130207,0.204137,0.006266,0.038129,0.037052,0.362439,0.207791,0.000348,0.012417,0.001213
978,0.082200,0.904025,0.000542,0.000538,0.001456,0.010262,0.000845,0.000001,0.000011,0.000121
979,0.074390,0.047551,0.015054,0.047334,0.066147,0.209063,0.088815,0.007036,0.442147,0.002462
980,0.311020,0.159626,0.026429,0.002151,0.000431,0.495596,0.002501,0.000002,0.002187,0.000058
981,0.073877,0.751649,0.031260,0.012430,0.025333,0.046598,0.025920,0.001121,0.026748,0.005064
982,0.733981,0.002060,0.001048,0.000000,0.000667,0.000001,0.002311,0.259574,0.000000,0.000359
983,0.584585,0.053868,0.005679,0.044327,0.009833,0.009745,0.015242,0.149277,0.000274,0.127171
984,0.224247,0.496697,0.001980,0.181930,0.000236,0.029878,0.054992,0.008717,0.001302,0.000021
985,0.516031,0.238086,0.012088,0.019430,0.019663,0.027811,0.036888,0.107060,0.004922,0.018020
986,0.910609,0.004278,0.042191,0.000014,0.010739,0.001180,0.015447,0.015433,0.000027,0.000083
987,0.257347,0.048025,0.000423,0.666457,0.000278,0.013594,0.009368,0.000031,0.000007,0.004470
988,0.465418,0.020761,0.008991,0.005990,0.071544,0.012592,0.219574,0.124865,0.005246,0.065019
989,0.131242,0.043886,0.000564,0.507012,0.011220,0.299659,0.006233,0.000016,0.000165,0.000003
990,0.215717,0.440442,0.307655,0.000656,0.000101,0.000065,0.000451,0.000984,0.000004,0.033925
991,0.858078,0.083758,0.007219,0.000346,0.029686,0.005277,0.015231,0.000017,0.000292,0.000097
992,0.928040,0.030469,0.001346,0.003669,0.016296,0.001755,0.010419,0.002155,0.000017,0.005834
993,0.117976,0.719458,0.010350,0.000365,0.042227,0.035928,0.017371,0.001619,0.053889,0.000819
994,0.939278,0.004491,0.000492,0.000010,0.039575,0.000218,0.014649,0.000082,0.000000,0.001204
995,0.173512,0.176632,0.024370,0.407533,0.032684,0.036862,0.067744,0.011422,0.022549,0.046691
996,0.345408,0.209351,0.013200,0.166734,0.008530,0.178298,0.076812,0.000430,0.000086,0.001150
997,0.569872,0.050286,0.082638,0.009030,0.009522,0.090073,0.004645,0.053211,0.015960,0.114763
998,0.025388,0.009273,0.002174,0.015449,0.490708,0.207519,0.025062,0.223830,0.000482,0.000115
999,0.244346,0.196778,0.506034,0.001715,0.004499,0.021489,0.013676,0.001573,0.000167,0.009722
1000,0.832179,0.011009,0.016890,0.000042,0.001983,0.000257,0.002585,0.133079,0.000001,0.001975
1001,0.927838,0.006161,0.000064,0.025637,0.002483,0.000239,0.036600,0.000071,0.000000,0.000907
1002,0.781098,0.063208,0.007965,0.001140,0.026199,0.023494,0.024123,0.069694,0.000067,0.003012
1003,0.430551,0.036901,0.002324,0.082097,0.248974,0.112291,0.014661,0.070865,0.000454,0.000881
1004,0.019899,0.002458,0.446464,0.000586,0.002448,0.076054,0.000415,0.000600,0.450950,0.000127
1005,0.096231,0.547778,0.009266,0.002631,0.189501,0.051458,0.097299,0.003974,0.000746,0.001116
1006,0.972914,0.009657,0.005649,0.000028,0.005840,0.000046,0.002921,0.002391,0.000396,0.000157
1007,0.991685,0.001696,0.001223,0.000009,0.002383,0.000065,0.000741,0.002042,0.000009,0.000146
1008,0.716059,0.263369,0.007062,0.003159,0.005296,0.000485,0.004453,0.000036,0.000083,0.000001
1009,0.901529,0.066197,0.023210,0.000003,0.000697,0.000281,0.000232,0.007696,0.000000,0.000155
1010,0.514354,0.000119,0.004011,0.000054,0.002393,0.000450,0.046697,0.428601,0.000006,0.003315
1011,0.786888,0.021407,0.002179,0.001180,0.146675,0.015401,0.004711,0.019936,0.000326,0.001296
1012,0.251202,0.009772,0.002331,0.617241,0.037071,0.027601,0.036844,0.014305,0.000455,0.003178
1013,0.317809,0.482907,0.000003,0.061664,0.026457,0.002532,0.108575,0.000001,0.000000,0.000052
1014,0.944452,0.005728,0.000685,0.000050,0.003582,0.001278,0.043070,0.000682,0.000111,0.000361
1015,0.193607,0.146552,0.133167,0.012646,0.132915,0.321805,0.031039,0.012808,0.014806,0.000655
1016,0.646321,0.015329,0.002679,0.025362,0.018194,0.009662,0.008900,0.272779,0.000103,0.000671
1017,0.971079,0.022740,0.004802,0.000000,0.000103,0.000005,0.000822,0.000435,0.000000,0.000012
1018,0.743134,0.101711,0.010511,0.000601,0.018905,0.003320,0.020895,0.011074,0.000022,0.089828
1019,0.988123,0.004821,0.000618,0.001051,0.001921,0.001357,0.001842,0.000156,0.000002,0.000109
1020,0.390518,0.047439,0.432951,0.000714,0.127852,0.000258,0.000268,0.000001,0.000000,0.000000
1021,0.977355,0.015262,0.000090,0.000000,0.003509,0.000001,0.000314,0.001026,0.000000,0.002444
1022,0.097672,0.060669,0.718561,0.005177,0.003841,0.095388,0.006654,0.000218,0.011561,0.000259
1023,0.801160,0.177843,0.013352,0.000008,0.003753,0.000024,0.001112,0.000116,0.000000,0.002632
1024,0.343627,0.014943,0.000645,0.017725,0.095054,0.181856,0.034914,0.037930,0.001801,0.271506
1025,0.089181,0.012158,0.185337,0.066944,0.115408,0.005456,0.020823,0.430361,0.001718,0.072613
1026,0.456443,0.542159,0.001367,0.000001,0.000000,0.000029,0.000001,0.000000,0.000000,0.000000
1027,0.650071,0.000252,0.011972,0.027705,0.041180,0.053646,0.001736,0.203853,0.000000,0.009585
1028,0.597951,0.051921,0.004800,0.257131,0.005291,0.022674,0.018289,0.011185,0.000707,0.030049
1029,0.833787,0.037014,0.000135,0.008784,0.000409,0.002254,0.112713,0.001408,0.000000,0.003497
1030,0.795064,0.021153,0.016116,0.022109,0.035602,0.035622,0.061364,0.000773,0.000294,0.011904
1031,0.094024,0.001012,0.749858,0.000038,0.008559,0.004452,0.000695,0.000000,0.141362,0.000000
1032,0.177787,0.367584,0.001867,0.000070,0.000277,0.001616,0.000206,0.000517,0.450075,0.000001
1033,0.894077,0.037534,0.014596,0.003555,0.003387,0.000247,0.004808,0.000266,0.000003,0.041528
1034,0.624130,0.011362,0.339800,0.000004,0.013994,0.010108,0.000599,0.000000,0.000003,0.000000
1035,0.898939,0.043984,0.047086,0.000012,0.000307,0.000260,0.008784,0.000622,0.000006,0.000001
1036,0.157093,0.053807,0.122147,0.387890,0.003213,0.139070,0.126364,0.004411,0.003986,0.002020
1037,0.070504,0.269082,0.492980,0.000390,0.001298,0.039330,0.126308,0.000065,0.000001,0.000041
1038,0.112044,0.177274,0.236240,0.125998,0.167962,0.071021,0.024217,0.012546,0.053568,0.019128
1039,0.962997,0.029947,0.001703,0.000161,0.002039,0.001626,0.000408,0.000809,0.000001,0.000310
1040,0.037429,0.005924,0.303904,0.032384,0.018157,0.587581,0.003879,0.000022,0.010230,0.000492
1041,0.099572,0.020918,0.137479,0.377087,0.012674,0.211732,0.004323,0.026949,0.000101,0.109166
1042,0.294100,0.585464,0.029218,0.001043,0.026224,0.026145,0.037609,0.000045,0.000040,0.000112
1043,0.710855,0.034214,0.000813,0.001788,0.066300,0.166346,0.017499,0.000154,0.000789,0.001242
1044,0.052741,0.044877,0.002389,0.333788,0.021025,0.005226,0.464724,0.000190,0.000788,0.074252
1045,0.011789,0.000099,0.000075,0.131885,0.289837,0.007388,0.000644,0.106116,0.446627,0.005541
1046,0.594614,0.000208,0.019070,0.010362,0.161395,0.018660,0.012774,0.110602,0.000080,0.072235
1047,0.772092,0.005891,0.004683,0.000001,0.004128,0.006745,0.000333,0.206124,0.000000,0.000003
1048,0.049038,0.233525,0.628584,0.000068,0.072943,0.015612,0.000166,0.000000,0.000040,0.000023
